frame_number,vehicle_id,speed,license_plate,license_plate_confidence,is_overspeed,x1,y1,x2,y2,confidence,vehicle_class,timestamp
3,2,28.58,N/A,0.0,False,562,119,595,149,0.59,car,0.10344827586206896
3,2,28.58,N/A,0.0,False,536,122,558,146,0.51,car,0.10344827586206896
4,1,22.15,N/A,0.0,False,180,68,454,273,0.8,car,0.13793103448275862
4,2,28.58,N/A,0.0,False,563,119,595,149,0.67,car,0.13793103448275862
4,2,28.58,N/A,0.0,False,536,120,559,146,0.55,car,0.13793103448275862
5,1,22.15,N/A,0.0,False,181,68,454,273,0.8,car,0.1724137931034483
5,2,30.51,N/A,0.0,False,563,119,595,149,0.69,car,0.1724137931034483
5,2,30.51,N/A,0.0,False,537,120,559,146,0.52,car,0.1724137931034483
6,1,22.15,N/A,0.0,False,180,67,454,273,0.79,car,0.20689655172413793
6,2,30.51,N/A,0.0,False,563,118,595,149,0.65,car,0.20689655172413793
6,2,30.51,N/A,0.0,False,537,121,559,146,0.5,car,0.20689655172413793
7,1,22.15,N/A,0.0,False,180,66,455,274,0.8,car,0.2413793103448276
7,2,30.51,N/A,0.0,False,564,118,595,149,0.74,car,0.2413793103448276
7,2,30.51,N/A,0.0,False,538,123,559,146,0.54,car,0.2413793103448276
8,1,22.15,N/A,0.0,False,181,66,455,274,0.81,car,0.27586206896551724
8,2,30.51,N/A,0.0,False,564,118,596,149,0.76,car,0.27586206896551724
8,2,30.51,N/A,0.0,False,538,122,560,146,0.55,car,0.27586206896551724
9,2,30.51,N/A,0.0,False,565,119,596,149,0.78,car,0.3103448275862069
9,1,22.15,N/A,0.0,False,181,67,456,274,0.77,car,0.3103448275862069
9,2,30.51,N/A,0.0,False,539,121,560,146,0.52,car,0.3103448275862069
10,1,22.15,N/A,0.0,False,181,67,456,274,0.79,car,0.3448275862068966
10,2,30.51,N/A,0.0,False,566,119,595,150,0.72,car,0.3448275862068966
10,2,30.51,N/A,0.0,False,539,121,561,146,0.55,car,0.3448275862068966
11,1,22.15,N/A,0.0,False,181,67,456,274,0.82,car,0.3793103448275862
11,2,30.51,N/A,0.0,False,566,119,596,149,0.7,car,0.3793103448275862
12,1,22.15,N/A,0.0,False,181,67,456,273,0.81,car,0.41379310344827586
12,2,30.51,N/A,0.0,False,566,120,596,149,0.65,car,0.41379310344827586
13,1,22.15,N/A,0.0,False,181,66,457,273,0.8,car,0.4482758620689655
13,2,30.51,N/A,0.0,False,567,120,596,149,0.67,car,0.4482758620689655
14,1,22.15,N/A,0.0,False,181,65,458,273,0.81,car,0.4827586206896552
14,2,30.51,N/A,0.0,False,568,120,596,149,0.71,car,0.4827586206896552
15,1,22.15,N/A,0.0,False,181,65,459,273,0.8,car,0.5172413793103449
15,2,28.0,N/A,0.0,False,568,121,595,149,0.67,car,0.5172413793103449
15,2,26.25,N/A,0.0,False,541,122,563,146,0.5,car,0.5172413793103449
16,1,22.15,N/A,0.0,False,181,65,459,272,0.76,car,0.5517241379310345
16,2,25.02,N/A,0.0,False,569,121,595,149,0.68,car,0.5517241379310345
16,2,24.16,N/A,0.0,False,541,121,565,146,0.5,car,0.5517241379310345
17,1,22.15,N/A,0.0,False,182,65,459,272,0.71,car,0.5862068965517241
17,2,23.55,N/A,0.0,False,569,123,595,149,0.66,car,0.5862068965517241
17,2,23.55,N/A,0.0,False,542,119,565,146,0.5,car,0.5862068965517241
18,2,23.55,N/A,0.0,False,570,121,595,149,0.65,car,0.6206896551724138
18,1,22.15,N/A,0.0,False,182,64,460,272,0.63,car,0.6206896551724138
19,1,22.15,N/A,0.0,False,182,64,460,273,0.68,car,0.6551724137931034
19,2,23.55,N/A,0.0,False,570,123,595,149,0.6,car,0.6551724137931034
20,1,22.15,N/A,0.0,False,180,64,460,271,0.7,car,0.6896551724137931
20,2,23.55,N/A,0.0,False,570,121,595,149,0.56,car,0.6896551724137931
21,1,22.15,N/A,0.0,False,180,63,461,271,0.69,car,0.7241379310344828
21,2,30.58,N/A,0.0,False,570,128,595,149,0.58,car,0.7241379310344828
22,1,22.15,N/A,0.0,False,181,63,461,272,0.74,car,0.7586206896551724
22,2,35.5,N/A,0.0,False,570,128,595,149,0.53,car,0.7586206896551724
23,1,22.15,N/A,0.0,False,181,63,461,272,0.72,car,0.7931034482758621
24,1,22.15,N/A,0.0,False,179,63,461,271,0.72,car,0.8275862068965517
24,2,38.94,N/A,0.0,False,571,128,595,149,0.51,car,0.8275862068965517
25,1,22.15,0981x722,0.0,False,181,63,461,273,0.72,car,0.8620689655172413
25,2,41.36,N/A,0.0,False,545,122,567,146,0.52,car,0.8620689655172413
25,2,43.04,N/A,0.0,False,571,128,595,149,0.51,car,0.8620689655172413
26,1,23.52,0981x722,0.0,False,180,62,462,271,0.71,car,0.896551724137931
26,2,43.04,N/A,0.0,False,545,122,567,146,0.54,car,0.896551724137931
26,2,43.04,N/A,0.0,False,572,128,595,149,0.51,car,0.896551724137931
27,1,24.49,0981x722,0.0,False,180,62,462,271,0.68,car,0.9310344827586207
27,2,43.04,N/A,0.0,False,545,122,567,146,0.55,car,0.9310344827586207
27,2,43.04,N/A,0.0,False,572,127,595,149,0.5,car,0.9310344827586207
28,1,25.16,0981x722,0.0,False,180,62,462,271,0.69,car,0.9655172413793104
28,2,43.04,N/A,0.0,False,573,127,595,149,0.53,car,0.9655172413793104
28,2,43.04,N/A,0.0,False,546,122,567,146,0.53,car,0.9655172413793104
29,1,25.63,0981x722,0.0,False,180,62,462,271,0.79,car,1.0
29,2,43.04,N/A,0.0,False,546,122,568,146,0.55,car,1.0
29,2,43.04,N/A,0.0,False,573,129,595,149,0.53,car,1.0
30,1,27.34,N/A,0.0,False,180,61,462,272,0.74,car,1.0344827586206897
30,2,43.04,N/A,0.0,False,573,129,595,149,0.56,car,1.0344827586206897
30,2,43.04,N/A,0.0,False,546,122,568,146,0.55,car,1.0344827586206897
31,1,27.34,0981x722,0.0,False,179,61,463,272,0.73,car,1.0689655172413792
31,2,43.04,N/A,0.0,False,574,129,595,149,0.55,car,1.0689655172413792
31,2,43.04,N/A,0.0,False,547,120,568,145,0.53,car,1.0689655172413792
32,1,27.34,0981x722,0.0,False,180,61,462,273,0.72,car,1.103448275862069
32,2,43.04,N/A,0.0,False,574,128,595,149,0.55,car,1.103448275862069
32,2,43.04,N/A,0.0,False,547,120,569,145,0.51,car,1.103448275862069
33,1,27.34,0981x722,0.0,False,180,61,462,273,0.7,car,1.1379310344827587
33,2,43.04,N/A,0.0,False,574,126,595,149,0.58,car,1.1379310344827587
33,2,43.04,N/A,0.0,False,547,121,569,145,0.53,car,1.1379310344827587
34,1,27.34,0981x722,0.0,False,180,60,462,274,0.68,car,1.1724137931034482
34,2,43.04,N/A,0.0,False,574,125,595,149,0.6,car,1.1724137931034482
34,2,43.04,N/A,0.0,False,547,123,569,145,0.58,car,1.1724137931034482
35,1,27.34,N/A,0.0,False,179,61,463,274,0.65,car,1.206896551724138
35,2,43.04,N/A,0.0,False,575,125,595,149,0.63,car,1.206896551724138
35,2,43.04,N/A,0.0,False,548,123,569,145,0.61,car,1.206896551724138
36,1,27.34,0981x722,0.0,False,179,61,463,274,0.69,car,1.2413793103448276
36,2,43.04,N/A,0.0,False,548,123,570,145,0.65,car,1.2413793103448276
36,2,43.04,N/A,0.0,False,575,124,595,148,0.64,car,1.2413793103448276
37,2,43.04,N/A,0.0,False,576,123,595,149,0.65,car,1.2758620689655173
37,2,43.04,N/A,0.0,False,549,122,570,145,0.62,car,1.2758620689655173
37,1,27.34,0981x722,0.0,False,179,61,463,275,0.61,car,1.2758620689655173
38,2,43.04,N/A,0.0,False,577,124,595,149,0.67,car,1.3103448275862069
38,1,27.34,0981x722,0.0,False,180,61,463,275,0.65,car,1.3103448275862069
38,2,43.04,N/A,0.0,False,549,122,570,145,0.65,car,1.3103448275862069
39,2,43.04,N/A,0.0,False,577,125,595,149,0.69,car,1.3448275862068966
39,2,43.04,N/A,0.0,False,549,123,571,145,0.64,car,1.3448275862068966
39,1,27.34,0981x722,0.0,False,180,61,464,276,0.57,car,1.3448275862068966
40,2,43.04,N/A,0.0,False,578,128,595,150,0.72,car,1.3793103448275863
40,2,43.04,N/A,0.0,False,549,122,571,146,0.6,car,1.3793103448275863
41,2,43.04,N/A,0.0,False,578,129,595,150,0.71,car,1.4137931034482758
41,2,43.04,N/A,0.0,False,549,123,571,146,0.57,car,1.4137931034482758
41,1,27.34,N/A,0.0,False,180,61,464,276,0.56,truck,1.4137931034482758
42,2,43.04,N/A,0.0,False,578,129,595,150,0.71,car,1.4482758620689655
42,1,27.34,N/A,0.0,False,180,62,464,277,0.63,car,1.4482758620689655
42,2,43.04,N/A,0.0,False,549,122,572,146,0.54,car,1.4482758620689655
43,2,43.04,N/A,0.0,False,579,128,595,151,0.7,car,1.4827586206896552
43,1,27.34,N/A,0.0,False,181,61,465,278,0.67,car,1.4827586206896552
43,2,43.04,N/A,0.0,False,550,123,572,146,0.57,car,1.4827586206896552
44,2,43.04,N/A,0.0,False,578,126,595,151,0.67,car,1.5172413793103448
44,1,27.34,N/A,0.0,False,181,61,465,278,0.63,car,1.5172413793103448
44,2,43.04,N/A,0.0,False,550,122,573,146,0.57,car,1.5172413793103448
45,2,43.04,N/A,0.0,False,579,126,595,151,0.66,car,1.5517241379310345
45,1,27.34,N/A,0.0,False,181,61,465,278,0.62,car,1.5517241379310345
45,2,43.04,N/A,0.0,False,551,123,573,146,0.55,car,1.5517241379310345
46,2,43.04,N/A,0.0,False,580,127,595,151,0.67,car,1.5862068965517242
46,1,27.34,N/A,0.0,False,181,61,465,279,0.59,car,1.5862068965517242
46,2,43.04,N/A,0.0,False,552,122,574,146,0.55,car,1.5862068965517242
47,2,43.04,N/A,0.0,False,580,129,595,151,0.68,car,1.6206896551724137
47,1,27.34,N/A,0.0,False,181,62,466,279,0.58,car,1.6206896551724137
47,2,43.04,N/A,0.0,False,552,122,574,147,0.55,car,1.6206896551724137
48,2,43.04,N/A,0.0,False,580,129,595,151,0.69,car,1.6551724137931034
48,1,27.34,N/A,0.0,False,182,61,466,279,0.64,car,1.6551724137931034
48,2,43.04,N/A,0.0,False,552,122,574,147,0.54,car,1.6551724137931034
49,2,43.04,N/A,0.0,False,580,129,595,151,0.68,car,1.6896551724137931
49,1,27.34,N/A,0.0,False,181,62,467,279,0.66,car,1.6896551724137931
49,2,43.04,N/A,0.0,False,552,122,574,147,0.53,car,1.6896551724137931
50,1,25.78,N/A,0.0,False,180,63,467,280,0.72,car,1.7241379310344827
50,2,43.04,N/A,0.0,False,580,130,595,151,0.63,car,1.7241379310344827
50,2,43.04,N/A,0.0,False,553,122,574,147,0.56,car,1.7241379310344827
51,1,24.69,N/A,0.0,False,181,64,467,280,0.69,car,1.7586206896551724
51,2,43.04,N/A,0.0,False,581,130,595,151,0.65,car,1.7586206896551724
51,2,43.04,N/A,0.0,False,553,123,574,147,0.54,car,1.7586206896551724
52,1,23.93,N/A,0.0,False,180,64,468,281,0.73,car,1.793103448275862
52,2,43.04,N/A,0.0,False,581,131,595,151,0.69,car,1.793103448275862
52,2,43.04,N/A,0.0,False,553,122,574,147,0.53,car,1.793103448275862
53,2,43.04,N/A,0.0,False,581,130,595,151,0.68,car,1.8275862068965518
53,1,23.39,N/A,0.0,False,181,65,468,281,0.67,car,1.8275862068965518
53,2,43.04,N/A,0.0,False,553,122,575,148,0.52,car,1.8275862068965518
54,1,23.02,N/A,0.0,False,181,64,468,281,0.8,car,1.8620689655172413
54,2,43.04,N/A,0.0,False,581,129,595,151,0.68,car,1.8620689655172413
54,2,43.04,N/A,0.0,False,553,123,576,148,0.61,car,1.8620689655172413
55,1,22.76,N/A,0.0,False,181,64,469,282,0.77,car,1.896551724137931
55,2,43.04,N/A,0.0,False,581,128,595,152,0.66,car,1.896551724137931
55,2,43.04,N/A,0.0,False,553,122,577,148,0.61,car,1.896551724137931
56,1,22.57,N/A,0.0,False,181,64,469,282,0.81,car,1.9310344827586208
56,2,43.04,N/A,0.0,False,581,129,595,152,0.63,car,1.9310344827586208
56,2,43.04,N/A,0.0,False,554,122,577,148,0.61,car,1.9310344827586208
57,1,22.45,N/A,0.0,False,181,65,469,282,0.75,car,1.9655172413793103
57,2,43.04,N/A,0.0,False,581,130,595,152,0.58,car,1.9655172413793103
57,2,43.04,N/A,0.0,False,554,123,576,148,0.57,car,1.9655172413793103
58,1,22.36,N/A,0.0,False,182,65,469,282,0.76,car,2.0
58,2,43.04,N/A,0.0,False,555,123,576,148,0.59,car,2.0
58,2,43.04,N/A,0.0,False,581,131,595,152,0.53,car,2.0
59,1,22.29,N/A,0.0,False,182,66,469,283,0.75,car,2.0344827586206895
59,2,43.04,N/A,0.0,False,555,123,577,148,0.58,car,2.0344827586206895
59,2,43.04,N/A,0.0,False,583,131,595,152,0.52,car,2.0344827586206895
60,1,22.29,N/A,0.0,False,181,66,469,283,0.8,car,2.0689655172413794
60,2,43.04,N/A,0.0,False,555,124,577,148,0.6,car,2.0689655172413794
61,1,22.29,N/A,0.0,False,182,66,469,283,0.76,car,2.103448275862069
61,2,43.04,N/A,0.0,False,555,124,577,148,0.6,car,2.103448275862069
62,1,22.29,N/A,0.0,False,182,66,469,284,0.78,car,2.1379310344827585
62,2,43.04,N/A,0.0,False,556,124,578,148,0.58,car,2.1379310344827585
63,1,26.11,N/A,0.0,False,182,65,470,282,0.66,car,2.1724137931034484
63,2,43.04,N/A,0.0,False,556,124,578,148,0.6,car,2.1724137931034484
64,1,26.85,N/A,0.0,False,181,66,470,282,0.71,car,2.206896551724138
64,2,43.04,N/A,0.0,False,556,125,578,148,0.62,car,2.206896551724138
65,1,27.37,89811X79,0.0,False,181,66,470,282,0.79,car,2.2413793103448274
65,2,43.04,N/A,0.0,False,556,125,578,148,0.63,car,2.2413793103448274
66,1,27.73,89811X79,0.0,False,180,66,470,282,0.82,car,2.2758620689655173
66,2,43.04,N/A,0.0,False,556,124,579,148,0.61,car,2.2758620689655173
67,1,27.99,89811X79,0.0,False,181,66,470,283,0.7,car,2.310344827586207
67,2,43.04,N/A,0.0,False,556,124,579,148,0.58,car,2.310344827586207
68,1,26.24,89811X79,0.0,False,180,66,471,284,0.73,car,2.3448275862068964
68,2,43.04,N/A,0.0,False,556,124,579,148,0.55,car,2.3448275862068964
69,1,25.01,89811X79,0.0,False,181,65,471,283,0.77,car,2.3793103448275863
69,2,43.04,N/A,0.0,False,556,124,580,148,0.54,car,2.3793103448275863
70,1,24.15,B9811X799,0.0,False,181,64,470,283,0.78,car,2.413793103448276
71,1,23.55,B9811X799,0.0,False,181,65,471,284,0.81,car,2.4482758620689653
72,1,23.13,B9811X799,0.0,False,181,64,471,283,0.8,car,2.4827586206896552
73,1,22.83,B9811X799,0.0,False,181,64,471,283,0.8,car,2.5172413793103448
73,2,32.48,N/A,0.0,False,559,124,581,148,0.5,car,2.5172413793103448
74,1,22.63,B9811X799,0.0,False,181,63,471,283,0.63,car,2.5517241379310347
75,1,22.48,9811X799,0.0,False,180,63,472,283,0.65,car,2.586206896551724
76,1,22.48,9811X799,0.0,False,180,63,472,283,0.7,car,2.6206896551724137
77,1,22.48,9811X799,0.0,False,180,63,472,283,0.74,car,2.6551724137931036
77,2,24.74,N/A,0.0,False,560,123,582,148,0.51,car,2.6551724137931036
78,1,22.48,9811X799,0.0,False,181,63,472,283,0.68,car,2.689655172413793
79,1,22.48,9811X799,0.0,False,181,63,473,284,0.77,car,2.7241379310344827
80,1,22.48,N/A,0.0,False,180,63,473,283,0.68,car,2.7586206896551726
80,2,19.32,N/A,0.0,False,560,123,582,148,0.52,car,2.7586206896551726
81,1,22.48,9811X799,0.0,False,180,62,473,283,0.59,car,2.793103448275862
81,2,15.53,N/A,0.0,False,561,123,582,148,0.56,car,2.793103448275862
82,2,12.88,N/A,0.0,False,561,123,582,148,0.62,car,2.8275862068965516
82,1,22.48,9811X799,0.0,False,180,62,474,283,0.59,car,2.8275862068965516
83,1,22.48,9811X799,0.0,False,181,63,474,283,0.62,car,2.8620689655172415
83,2,10.67,N/A,0.0,False,561,123,582,148,0.59,car,2.8620689655172415
83,2,10.67,N/A,0.0,False,578,130,595,151,0.53,car,2.8620689655172415
84,1,22.48,9811X799,0.0,False,181,63,474,283,0.64,car,2.896551724137931
84,2,10.67,N/A,0.0,False,561,123,583,148,0.58,car,2.896551724137931
84,2,10.67,N/A,0.0,False,578,132,595,151,0.55,car,2.896551724137931
85,1,22.48,B9811x799,0.0,False,180,63,474,283,0.62,car,2.9310344827586206
85,2,10.67,N/A,0.0,False,561,123,583,148,0.61,car,2.9310344827586206
85,2,10.67,N/A,0.0,False,578,133,595,151,0.58,car,2.9310344827586206
86,2,10.67,N/A,0.0,False,578,133,595,151,0.61,car,2.9655172413793105
86,2,10.67,N/A,0.0,False,562,123,583,148,0.59,car,2.9655172413793105
86,1,22.48,B9811x799,0.0,False,180,63,474,283,0.53,car,2.9655172413793105
87,2,10.67,N/A,0.0,False,578,132,595,151,0.66,car,3.0
87,1,22.48,B9811x799,0.0,False,180,63,475,283,0.62,car,3.0
87,2,10.67,N/A,0.0,False,562,122,584,148,0.55,car,3.0
88,2,10.67,N/A,0.0,False,578,132,595,151,0.7,car,3.0344827586206895
88,1,22.48,B9811x799,0.0,False,180,63,475,283,0.6,car,3.0344827586206895
88,2,10.67,N/A,0.0,False,562,123,584,148,0.6,car,3.0344827586206895
89,2,10.67,N/A,0.0,False,578,131,595,151,0.74,car,3.0689655172413794
89,1,22.48,B9811x799,0.0,False,180,63,475,283,0.61,car,3.0689655172413794
89,2,10.67,N/A,0.0,False,563,123,584,148,0.61,car,3.0689655172413794
90,2,10.67,N/A,0.0,False,578,131,595,151,0.76,car,3.103448275862069
90,2,10.67,N/A,0.0,False,563,123,584,148,0.63,car,3.103448275862069
90,1,22.38,N/A,0.0,False,181,63,475,282,0.6,car,3.103448275862069
91,2,10.67,N/A,0.0,False,578,131,595,152,0.76,car,3.1379310344827585
91,2,10.67,N/A,0.0,False,563,124,584,148,0.63,car,3.1379310344827585
91,1,22.31,B9811x799,0.0,False,181,63,475,282,0.59,car,3.1379310344827585
92,2,10.67,N/A,0.0,False,579,131,595,152,0.76,car,3.1724137931034484
92,2,10.67,N/A,0.0,False,563,124,584,148,0.63,car,3.1724137931034484
92,1,22.26,B9811x799,0.0,False,180,62,477,280,0.59,car,3.1724137931034484
93,2,10.67,N/A,0.0,False,579,131,595,152,0.77,car,3.206896551724138
93,2,10.67,N/A,0.0,False,563,124,584,148,0.63,car,3.206896551724138
93,1,22.23,B9811x799,0.0,False,180,62,477,280,0.57,car,3.206896551724138
94,2,10.67,N/A,0.0,False,579,131,595,152,0.77,car,3.2413793103448274
94,2,10.67,N/A,0.0,False,563,123,584,148,0.6,car,3.2413793103448274
94,1,22.2,B9811x799,0.0,False,180,61,477,280,0.56,car,3.2413793103448274
95,2,10.67,N/A,0.0,False,580,131,595,152,0.77,car,3.2758620689655173
95,2,10.67,N/A,0.0,False,563,123,584,148,0.6,car,3.2758620689655173
95,1,22.2,N/A,0.0,False,179,61,478,280,0.54,car,3.2758620689655173
95,1,22.2,B9811X792,0.0,False,180,62,476,281,0.51,truck,3.2758620689655173
96,2,10.67,N/A,0.0,False,579,130,595,151,0.78,car,3.310344827586207
96,2,10.67,N/A,0.0,False,564,123,584,148,0.62,car,3.310344827586207
96,1,22.2,B9811X792,0.0,False,178,61,478,280,0.54,car,3.310344827586207
96,1,22.2,B9811X792,0.0,False,179,62,477,282,0.53,truck,3.310344827586207
97,2,10.67,N/A,0.0,False,579,129,595,151,0.8,car,3.3448275862068964
97,2,10.67,N/A,0.0,False,564,123,584,148,0.63,car,3.3448275862068964
97,1,26.05,B9811X792,0.0,False,176,61,478,280,0.56,car,3.3448275862068964
98,2,10.67,N/A,0.0,False,579,127,595,151,0.8,car,3.3793103448275863
98,2,10.67,N/A,0.0,False,564,123,584,148,0.64,car,3.3793103448275863
98,1,28.74,B9811X792,0.0,False,179,60,478,280,0.6,car,3.3793103448275863
99,2,65.58,N/A,0.0,False,578,126,595,151,0.8,car,3.413793103448276
99,2,104.02,N/A,0.0,True,564,123,584,148,0.61,car,3.413793103448276
99,1,30.62,B9811X792,0.0,False,179,60,478,280,0.58,car,3.413793103448276
100,2,130.92,N/A,0.0,True,578,125,595,151,0.8,car,3.4482758620689653
100,1,31.94,09811X7921,0.0,False,178,60,478,280,0.6,car,3.4482758620689653
100,2,149.76,N/A,0.0,True,564,123,584,148,0.58,car,3.4482758620689653
101,2,162.94,N/A,0.0,True,578,125,595,151,0.8,car,3.4827586206896552
101,1,32.86,09811X7921,0.0,False,178,59,478,280,0.63,car,3.4827586206896552
101,2,172.17,N/A,0.0,True,565,124,584,147,0.56,car,3.4827586206896552
102,2,178.31,N/A,0.0,True,577,124,595,151,0.82,car,3.5172413793103448
102,1,32.86,09811X7921,0.0,False,178,59,478,280,0.55,car,3.5172413793103448
102,2,182.45,N/A,0.0,True,565,123,584,147,0.55,car,3.5172413793103448
103,2,185.19,N/A,0.0,True,577,124,595,151,0.83,car,3.5517241379310347
103,2,186.79,N/A,0.0,True,565,124,585,148,0.53,car,3.5517241379310347
103,1,33.51,09811X7921,0.0,False,178,60,477,282,0.51,truck,3.5517241379310347
104,2,186.15,N/A,0.0,True,577,124,595,151,0.84,car,3.586206896551724
104,2,184.83,N/A,0.0,True,565,124,585,147,0.58,car,3.586206896551724
104,1,32.03,09811X7921,0.0,False,178,59,479,281,0.54,car,3.586206896551724
105,2,183.24,N/A,0.0,True,577,124,595,151,0.83,car,3.6206896551724137
105,1,31.0,N/A,0.0,False,179,60,478,282,0.59,car,3.6206896551724137
105,2,180.47,N/A,0.0,True,565,124,585,147,0.53,car,3.6206896551724137
106,2,177.49,N/A,0.0,True,576,125,595,151,0.83,car,3.6551724137931036
106,1,30.27,09811X7921,0.0,False,178,60,478,283,0.57,car,3.6551724137931036
106,2,175.03,N/A,0.0,True,565,124,585,147,0.54,car,3.6551724137931036
107,2,172.73,N/A,0.0,True,576,125,595,151,0.83,car,3.689655172413793
107,1,29.76,09811X7921,0.0,False,177,60,478,282,0.65,car,3.689655172413793
108,2,169.96,N/A,0.0,True,576,125,595,151,0.82,car,3.7241379310344827
108,1,27.48,09811X7921,0.0,False,176,59,479,283,0.68,car,3.7241379310344827
109,2,168.02,N/A,0.0,True,576,125,595,152,0.82,car,3.7586206896551726
109,1,27.48,09811X7921,0.0,False,176,59,479,283,0.71,car,3.7586206896551726
110,2,166.66,N/A,0.0,True,575,125,595,151,0.82,car,3.793103448275862
110,1,27.48,e9811x793,0.0,False,176,58,479,283,0.7,car,3.793103448275862
111,2,165.71,N/A,0.0,True,575,125,595,151,0.82,car,3.8275862068965516
111,1,27.48,e9811x793,0.0,False,175,58,480,281,0.72,car,3.8275862068965516
112,2,165.71,N/A,0.0,True,575,125,595,151,0.81,car,3.8620689655172415
112,1,27.48,e9811x793,0.0,False,176,58,479,283,0.71,car,3.8620689655172415
113,2,165.71,N/A,0.0,True,575,125,595,151,0.8,car,3.896551724137931
113,1,27.48,e9811x793,0.0,False,175,58,480,282,0.71,car,3.896551724137931
114,2,165.71,N/A,0.0,True,575,125,595,151,0.78,car,3.9310344827586206
114,1,27.48,e9811x793,0.0,False,174,58,481,282,0.7,car,3.9310344827586206
115,2,165.71,N/A,0.0,True,575,125,595,151,0.77,car,3.9655172413793105
115,1,27.48,N/A,0.0,False,174,58,481,282,0.71,car,3.9655172413793105
116,2,165.71,N/A,0.0,True,574,125,595,151,0.74,car,4.0
116,1,27.48,e9811x793,0.0,False,175,58,481,283,0.69,car,4.0
117,2,165.71,N/A,0.0,True,574,125,595,151,0.74,car,4.0344827586206895
